COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,14.3,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,72,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.3,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,43.3,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,64.9,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,32.7,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,56.9,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,8.2,,
CHL,Chile,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,46.5,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,64.7,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.4,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,8,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,78.7,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,68.7,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,26.3,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,9.2,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.1,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,32.5,,
ITA,Italy,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,15.9,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,76.2,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,9.4,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,17.4,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,69,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,82.5,,
ISR,Israel,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,56.8,,
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,6.6,E,Estimated value
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,37.8,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,24.6,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,65.2,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,5.8,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,3.1,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,66.7,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,83.9,,
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,45,E,Estimated value
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,42.9,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,8.4,,
EST,Estonia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,21.2,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,8.2,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,47.9,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,26.3,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,56.9,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,5.4,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,3.6,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,11,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,64.1,,
CHE,Switzerland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,3.4,,
ISR,Israel,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,3.6,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,8.3,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,9.7,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,78.9,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,9.3,,
SVN,Slovenia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,6.8,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,16.3,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,12.8,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,87.2,,
EST,Estonia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,15.6,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,86.7,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,6.1,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,5.6,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,61.3,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,80.4,,
CHL,Chile,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,24.1,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,80.9,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,5.6,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,29,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,4.9,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.9,,
SVN,Slovenia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,70.9,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,50.2,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,65.3,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,87.1,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,14.9,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,7.6,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.7,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,27.8,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,6.6,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,76.2,,
CHL,Chile,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,10,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,22.7,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,18.2,,
SVN,Slovenia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,13.5,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,83.1,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,8.9,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,18.5,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,6.4,,
EST,Estonia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,75.4,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,10.6,,
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,5.3,E,Estimated value
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,5.1,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,7.3,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,55.4,,
RUS,Russia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,71.6,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,79.3,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,63.9,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,9.2,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,61.8,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,29,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,2.8,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,1.2,,
CHL,Chile,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,71.9,,
ISR,Israel,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,13.8,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,54.6,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,73.8,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,52.7,,
EST,Estonia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,20,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,65,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,86.2,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,2.5,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.6,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,77.4,,
CAN,Canada,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,74.3,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,30.5,,
CHL,Chile,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,78.2,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,7,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,1.5,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,37.6,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,6.2,,
NOR,Norway,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,51.9,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,12.9,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,6.4,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,65.9,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.7,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,82.7,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,76.3,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,4.9,,
CHE,Switzerland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,60.4,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,23.2,,
ZAF,South Africa,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,48.9,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,35.1,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,54.7,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,7.8,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,5.3,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,45,,
EST,Estonia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,53.6,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,65.3,,
JPN,Japan,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,91.6,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,9.4,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,52.8,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,9.5,,
LUX,Luxembourg,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.2,,
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,8.6,E,Estimated value
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,51.5,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,76.2,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.9,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,70.1,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,19.4,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,3,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,26.6,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,10.7,,
